ID,orderNumber,orderDate,status,totalAmount,discountAmount,netAmount,customer_ID,salesEmployee_ID
O04211,SO004211,2025-06-30,Completed,1798128.00,133761.20,1664366.80,C0457,E035
O04212,SO004212,2026-05-06,Completed,202458.00,30368.70,172089.30,C0102,E041
O04213,SO004213,2025-04-11,Completed,200420.00,20042.00,180378.00,C0347,E018
O04214,SO004214,2026-04-10,Completed,507727.00,76159.05,431567.95,C0399,E018
O04215,SO004215,2025-06-17,Pending,848165.00,63654.00,784511.00,C0212,E027
O04216,SO004216,2025-05-18,Pending,168910.00,7179.80,161730.20,C0288,E019
O04217,SO004217,2026-02-23,Cancelled,731087.00,85285.60,645801.40,C0283,E019
O04218,SO004218,2026-02-25,Completed,83838.00,10959.00,72879.00,C0327,E015
O04219,SO004219,2026-03-26,Delivered,107006.00,9575.80,97430.20,C0301,E008
O04220,SO004220,2026-03-21,Pending,249144.00,49828.80,199315.20,C0331,E042
O04221,SO004221,2025-05-19,Completed,474588.00,35685.40,438902.60,C0100,E041
O04222,SO004222,2026-02-17,Cancelled,388240.00,0.00,388240.00,C0478,E002
O04223,SO004223,2026-06-07,Completed,1570824.00,126297.40,1444526.60,C0075,E032
O04224,SO004224,2025-03-18,Cancelled,459841.00,52038.00,407803.00,C0230,E046
O04225,SO004225,2025-10-13,Delivered,320640.00,0.00,320640.00,C0086,E024
O04226,SO004226,2025-01-18,Completed,719600.00,50354.90,669245.10,C0390,E010
O04227,SO004227,2025-05-22,Completed,780065.00,81326.35,698738.65,C0292,E021
O04228,SO004228,2025-01-12,Completed,1371221.00,146822.05,1224398.95,C0261,E031
O04229,SO004229,2026-06-28,Completed,480424.00,39144.05,441279.95,C0086,E049
O04230,SO004230,2025-08-03,Cancelled,241348.00,4787.90,236560.10,C0476,E008
O04231,SO004231,2025-03-17,Pending,1025574.00,92273.40,933300.60,C0284,E034
O04232,SO004232,2025-06-14,Delivered,1193515.00,145474.55,1048040.45,C0302,E029
O04233,SO004233,2025-01-17,Completed,275053.00,38301.35,236751.65,C0234,E044
O04234,SO004234,2025-04-05,Cancelled,802883.00,81352.65,721530.35,C0205,E001
O04235,SO004235,2026-04-25,Pending,1028476.00,115582.80,912893.20,C0039,E043
O04236,SO004236,2026-03-23,Completed,1151881.00,151917.55,999963.45,C0179,E020
O04237,SO004237,2025-11-18,Cancelled,374108.00,54564.30,319543.70,C0101,E008
O04238,SO004238,2025-10-27,Completed,626776.00,42307.20,584468.80,C0491,E034
O04239,SO004239,2025-06-28,Completed,756351.00,122633.10,633717.90,C0434,E046
O04240,SO004240,2026-05-29,Cancelled,950235.00,129308.70,820926.30,C0182,E048
O04241,SO004241,2026-05-07,Completed,1174821.00,170986.80,1003834.20,C0121,E022
O04242,SO004242,2025-05-29,Completed,281938.00,28503.10,253434.90,C0305,E038
O04243,SO004243,2025-07-11,Completed,621257.00,78717.10,542539.90,C0082,E027
O04244,SO004244,2025-07-07,Pending,185944.00,27891.60,158052.40,C0459,E024
O04245,SO004245,2025-08-22,Delivered,662729.00,88230.40,574498.60,C0318,E007
O04246,SO004246,2025-03-03,Completed,513827.00,54645.60,459181.40,C0294,E004
O04247,SO004247,2026-03-08,Completed,410104.00,61515.60,348588.40,C0049,E025
O04248,SO004248,2026-01-07,Completed,802733.00,38968.65,763764.35,C0252,E011
O04249,SO004249,2026-03-09,Completed,778010.00,42538.00,735472.00,C0043,E036
O04250,SO004250,2026-04-20,Delivered,637644.00,48908.85,588735.15,C0179,E003
O04251,SO004251,2025-06-25,Completed,299617.00,45113.00,254504.00,C0359,E030
O04252,SO004252,2025-05-21,Completed,51182.00,5118.20,46063.80,C0440,E035
O04253,SO004253,2025-01-08,Completed,173165.00,17142.00,156023.00,C0469,E040
O04254,SO004254,2025-07-06,Completed,150882.00,22632.30,128249.70,C0473,E050
O04255,SO004255,2025-09-13,Pending,1073392.00,19182.45,1054209.55,C0477,E030
O04256,SO004256,2025-06-05,Pending,383579.00,41300.20,342278.80,C0110,E045
O04257,SO004257,2025-06-14,Completed,333410.00,33341.00,300069.00,C0043,E002
O04258,SO004258,2026-05-16,Delivered,1026060.00,89643.15,936416.85,C0386,E012
O04259,SO004259,2026-05-16,Completed,287988.00,18498.00,269490.00,C0298,E017
O04260,SO004260,2025-06-05,Completed,628620.00,46332.90,582287.10,C0006,E050
O04261,SO004261,2025-05-10,Cancelled,876960.00,81828.10,795131.90,C0020,E025
O04262,SO004262,2025-02-10,Delivered,194693.00,24100.90,170592.10,C0378,E045
O04263,SO004263,2026-01-16,Completed,216830.00,21683.00,195147.00,C0488,E011
O04264,SO004264,2025-03-01,Completed,120616.00,12061.60,108554.40,C0142,E002
O04265,SO004265,2025-05-19,Completed,681634.00,90656.70,590977.30,C0072,E027
O04266,SO004266,2025-01-18,Completed,527069.00,66386.60,460682.40,C0344,E032
O04267,SO004267,2026-06-07,Completed,43485.00,0.00,43485.00,C0498,E022
O04268,SO004268,2025-07-03,Completed,300069.00,60013.80,240055.20,C0416,E015
O04269,SO004269,2026-02-24,Completed,614820.00,69392.70,545427.30,C0266,E050
O04270,SO004270,2025-10-03,Completed,345458.00,8427.80,337030.20,C0098,E041
O04271,SO004271,2025-02-08,Pending,435376.00,30977.00,404399.00,C0194,E025
O04272,SO004272,2025-12-02,Delivered,627808.00,17096.40,610711.60,C0333,E049
O04273,SO004273,2025-02-03,Completed,948888.00,98909.10,849978.90,C0113,E035
O04274,SO004274,2025-12-24,Cancelled,345090.00,33119.70,311970.30,C0437,E001
O04275,SO004275,2025-01-14,Completed,263179.00,26317.90,236861.10,C0068,E007
O04276,SO004276,2025-08-11,Delivered,667048.00,62761.20,604286.80,C0336,E016
O04277,SO004277,2026-05-25,Completed,975190.00,195038.00,780152.00,C0432,E040
O04278,SO004278,2025-10-31,Completed,1389489.00,126822.90,1262666.10,C0275,E041
O04279,SO004279,2025-11-02,Completed,355335.00,7324.95,348010.05,C0387,E033
O04280,SO004280,2025-09-17,Pending,246433.00,49286.60,197146.40,C0488,E035
O04281,SO004281,2025-05-09,Completed,519472.00,39201.30,480270.70,C0295,E031
O04282,SO004282,2025-11-16,Delivered,417992.00,53018.80,364973.20,C0460,E027
O04283,SO004283,2026-05-28,Completed,377249.00,37724.90,339524.10,C0084,E048
O04284,SO004284,2026-04-14,Completed,86618.00,0.00,86618.00,C0027,E021
O04285,SO004285,2026-02-22,Completed,536463.00,44696.70,491766.30,C0164,E047
O04286,SO004286,2025-06-07,Completed,1188774.00,141810.65,1046963.35,C0162,E017
O04287,SO004287,2025-06-22,Completed,406019.00,63978.70,342040.30,C0138,E043
O04288,SO004288,2025-11-10,Cancelled,155358.00,15895.30,139462.70,C0485,E049
O04289,SO004289,2025-09-21,Completed,937440.00,91394.40,846045.60,C0353,E009
O04290,SO004290,2026-06-19,Completed,698086.00,89370.90,608715.10,C0042,E004
O04291,SO004291,2025-08-08,Delivered,408650.00,58514.00,350136.00,C0491,E005
O04292,SO004292,2026-01-01,Completed,10982.00,1647.30,9334.70,C0067,E040
O04293,SO004293,2026-02-24,Completed,579387.00,70941.00,508446.00,C0020,E040
O04294,SO004294,2025-02-12,Cancelled,1176478.00,126833.70,1049644.30,C0355,E031
O04295,SO004295,2026-03-18,Completed,335392.00,33539.20,301852.80,C0342,E033
O04296,SO004296,2025-11-26,Delivered,1379513.00,168370.70,1211142.30,C0472,E048
O04297,SO004297,2025-10-28,Delivered,769797.00,16920.20,752876.80,C0413,E015
O04298,SO004298,2025-06-03,Completed,1151432.00,116904.10,1034527.90,C0370,E038
O04299,SO004299,2026-01-22,Completed,540454.00,52777.10,487676.90,C0133,E035
O04300,SO004300,2026-01-27,Completed,1442360.00,150052.15,1292307.85,C0292,E011
O04301,SO004301,2026-03-03,Pending,588384.00,99819.60,488564.40,C0099,E008
O04302,SO004302,2025-03-23,Completed,846646.00,119816.90,726829.10,C0255,E009
O04303,SO004303,2026-04-25,Completed,1363062.00,104557.00,1258505.00,C0250,E017
O04304,SO004304,2025-02-25,Completed,394300.00,26788.30,367511.70,C0069,E027
O04305,SO004305,2026-04-30,Cancelled,1064641.00,73572.85,991068.15,C0134,E006
O04306,SO004306,2025-03-18,Completed,733702.00,59900.40,673801.60,C0478,E003
O04307,SO004307,2025-10-31,Completed,374470.00,0.00,374470.00,C0238,E037
O04308,SO004308,2026-03-27,Completed,1143438.00,118618.35,1024819.65,C0029,E050
O04309,SO004309,2025-12-31,Cancelled,692423.00,8965.35,683457.65,C0339,E011
O04310,SO004310,2025-10-26,Completed,480633.00,71765.00,408868.00,C0442,E008
O04311,SO004311,2025-02-20,Delivered,350990.00,52648.50,298341.50,C0451,E007
O04312,SO004312,2025-03-16,Completed,66213.00,11585.10,54627.90,C0327,E029
O04313,SO004313,2026-03-16,Completed,149523.00,22428.45,127094.55,C0357,E013
O04314,SO004314,2025-04-10,Completed,482850.00,44512.95,438337.05,C0288,E007
O04315,SO004315,2025-02-28,Cancelled,847210.00,119586.35,727623.65,C0123,E038
O04316,SO004316,2025-11-13,Completed,696517.00,79248.85,617268.15,C0149,E028
O04317,SO004317,2025-08-17,Completed,351317.00,42850.70,308466.30,C0142,E001
O04318,SO004318,2026-04-16,Completed,215332.00,38025.40,177306.60,C0100,E022
O04319,SO004319,2025-01-02,Completed,36994.00,1849.70,35144.30,C0126,E048
O04320,SO004320,2025-07-27,Pending,499392.00,8476.00,490916.00,C0392,E020
O04321,SO004321,2025-08-25,Completed,541351.00,50073.60,491277.40,C0100,E039
O04322,SO004322,2025-01-04,Completed,174120.00,17412.00,156708.00,C0301,E014
O04323,SO004323,2025-04-07,Cancelled,1321771.00,195418.80,1126352.20,C0109,E026
O04324,SO004324,2025-07-23,Pending,344421.00,68884.20,275536.80,C0054,E004
O04325,SO004325,2026-03-20,Completed,539985.00,74941.25,465043.75,C0374,E006
O04326,SO004326,2025-09-26,Completed,217030.00,24197.40,192832.60,C0236,E020
O04327,SO004327,2026-04-16,Completed,624039.00,48820.65,575218.35,C0023,E002
O04328,SO004328,2025-10-02,Pending,188630.00,7107.20,181522.80,C0337,E010
O04329,SO004329,2026-02-27,Completed,384746.00,65851.00,318895.00,C0448,E041
O04330,SO004330,2025-01-07,Completed,575459.00,41842.30,533616.70,C0381,E050
O04331,SO004331,2026-05-27,Completed,306152.00,30615.20,275536.80,C0179,E007
O04332,SO004332,2025-02-26,Completed,569624.00,39872.80,529751.20,C0126,E001
O04333,SO004333,2025-02-27,Completed,338373.00,50755.95,287617.05,C0093,E036
O04334,SO004334,2026-05-30,Pending,379590.00,19477.10,360112.90,C0281,E014
O04335,SO004335,2025-12-17,Cancelled,366773.00,7039.75,359733.25,C0043,E013
O04336,SO004336,2025-03-21,Pending,399982.00,57899.75,342082.25,C0234,E038
O04337,SO004337,2025-09-14,Completed,543888.00,81397.05,462490.95,C0342,E020
O04338,SO004338,2025-04-07,Cancelled,1177978.00,90277.20,1087700.80,C0069,E041
O04339,SO004339,2025-08-21,Completed,773825.00,69047.45,704777.55,C0199,E030
O04340,SO004340,2025-01-31,Delivered,25965.00,3894.75,22070.25,C0005,E002
O04341,SO004341,2025-11-03,Completed,600881.00,104653.25,496227.75,C0416,E020
O04342,SO004342,2026-01-25,Completed,682219.00,89786.70,592432.30,C0398,E005
O04343,SO004343,2025-07-16,Pending,331917.00,7405.20,324511.80,C0072,E014
O04344,SO004344,2025-10-23,Pending,933568.00,107185.25,826382.75,C0316,E032
O04345,SO004345,2025-09-07,Delivered,1819633.00,122111.50,1697521.50,C0075,E015
O04346,SO004346,2025-02-20,Completed,119087.00,9678.00,109409.00,C0159,E031
O04347,SO004347,2025-08-04,Completed,90009.00,6986.70,83022.30,C0079,E025
O04348,SO004348,2026-04-14,Pending,533265.00,96388.40,436876.60,C0326,E042
O04349,SO004349,2025-10-30,Completed,210407.00,22383.60,188023.40,C0455,E019
O04350,SO004350,2025-01-28,Cancelled,1295271.00,127753.35,1167517.65,C0234,E043
O04351,SO004351,2025-01-16,Pending,1498275.00,194206.95,1304068.05,C0374,E020
O04352,SO004352,2025-03-30,Pending,241156.00,5804.70,235351.30,C0333,E001
O04353,SO004353,2025-06-18,Pending,621549.00,50174.10,571374.90,C0159,E016
O04354,SO004354,2026-02-01,Completed,1027716.00,126359.80,901356.20,C0491,E012
O04355,SO004355,2025-02-09,Cancelled,754382.00,33424.90,720957.10,C0058,E030
O04356,SO004356,2025-10-03,Delivered,599214.00,62890.60,536323.40,C0351,E042
O04357,SO004357,2026-06-07,Pending,793569.00,127755.40,665813.60,C0160,E037
O04358,SO004358,2025-01-16,Completed,592652.00,51725.10,540926.90,C0426,E030
O04359,SO004359,2026-06-14,Completed,654128.00,88631.50,565496.50,C0241,E050
O04360,SO004360,2025-02-10,Delivered,418408.00,41840.80,376567.20,C0328,E029
O04361,SO004361,2025-11-02,Completed,1654718.00,164051.90,1490666.10,C0246,E018
O04362,SO004362,2025-09-12,Cancelled,105768.00,5288.40,100479.60,C0120,E027
O04363,SO004363,2025-05-19,Completed,552625.00,35932.50,516692.50,C0449,E010
O04364,SO004364,2025-09-01,Pending,315412.00,40614.20,274797.80,C0216,E040
O04365,SO004365,2025-09-03,Cancelled,847834.00,49695.60,798138.40,C0083,E043
O04366,SO004366,2026-06-08,Completed,75441.00,11316.15,64124.85,C0045,E017
O04367,SO004367,2025-05-18,Cancelled,577827.00,7844.00,569983.00,C0331,E028
O04368,SO004368,2025-02-18,Delivered,366424.00,44877.60,321546.40,C0052,E027
O04369,SO004369,2025-12-11,Completed,126417.00,0.00,126417.00,C0383,E029
O04370,SO004370,2025-10-02,Completed,951250.00,106766.00,844484.00,C0060,E048
O04371,SO004371,2025-09-23,Cancelled,1170172.00,211537.65,958634.35,C0423,E003
O04372,SO004372,2026-01-14,Pending,195932.00,29389.80,166542.20,C0405,E025
O04373,SO004373,2025-02-03,Completed,1016798.00,80783.65,936014.35,C0438,E005
O04374,SO004374,2025-02-09,Completed,224682.00,22468.20,202213.80,C0252,E003
O04375,SO004375,2025-11-20,Pending,728885.00,118068.90,610816.10,C0193,E021
O04376,SO004376,2025-06-01,Pending,663075.00,19175.25,643899.75,C0491,E036
O04377,SO004377,2025-05-23,Completed,923903.00,121210.60,802692.40,C0106,E015
O04378,SO004378,2025-06-11,Completed,703431.00,69638.15,633792.85,C0223,E017
O04379,SO004379,2025-10-10,Completed,967991.00,118588.00,849403.00,C0326,E026
O04380,SO004380,2026-03-14,Cancelled,437535.00,73143.30,364391.70,C0009,E018
O04381,SO004381,2025-09-26,Completed,1160320.00,77287.50,1083032.50,C0401,E014
O04382,SO004382,2025-03-26,Completed,1243551.00,124563.70,1118987.30,C0306,E043
O04383,SO004383,2025-12-13,Completed,788570.00,136189.00,652381.00,C0338,E001
O04384,SO004384,2025-12-03,Pending,643531.00,58670.85,584860.15,C0205,E027
O04385,SO004385,2026-01-17,Pending,523593.00,63852.15,459740.85,C0500,E010
O04386,SO004386,2025-03-21,Delivered,278916.00,55783.20,223132.80,C0294,E020
O04387,SO004387,2026-05-31,Completed,221843.00,44368.60,177474.40,C0175,E021
O04388,SO004388,2025-04-14,Delivered,282930.00,31326.10,251603.90,C0197,E046
O04389,SO004389,2025-04-24,Completed,48084.00,7212.60,40871.40,C0409,E020
O04390,SO004390,2026-03-30,Delivered,1003377.00,110552.40,892824.60,C0048,E037
O04391,SO004391,2026-05-19,Completed,462179.00,42114.65,420064.35,C0142,E012
O04392,SO004392,2026-03-07,Pending,1219353.00,66553.85,1152799.15,C0369,E010
O04393,SO004393,2026-03-15,Completed,1047481.00,115734.00,931747.00,C0087,E049
O04394,SO004394,2026-04-07,Completed,409460.00,59096.80,350363.20,C0052,E003
O04395,SO004395,2025-05-04,Completed,593636.00,48768.60,544867.40,C0107,E001
O04396,SO004396,2025-06-10,Completed,641754.00,125107.70,516646.30,C0334,E032
O04397,SO004397,2025-10-19,Pending,171696.00,34339.20,137356.80,C0402,E048
O04398,SO004398,2026-05-07,Completed,627851.00,95008.60,532842.40,C0051,E022
O04399,SO004399,2025-05-31,Cancelled,569955.00,16846.80,553108.20,C0243,E036
O04400,SO004400,2026-01-03,Delivered,38724.00,1936.20,36787.80,C0226,E015
O04401,SO004401,2025-09-25,Completed,673421.00,84054.90,589366.10,C0031,E018
O04402,SO004402,2025-04-04,Completed,945791.00,118782.75,827008.25,C0358,E050
O04403,SO004403,2026-06-07,Completed,462922.00,29660.70,433261.30,C0022,E048
O04404,SO004404,2025-12-05,Cancelled,626962.00,69964.20,556997.80,C0038,E007
O04405,SO004405,2025-08-22,Completed,599703.00,48978.15,550724.85,C0286,E015
O04406,SO004406,2025-09-13,Completed,976708.00,116274.40,860433.60,C0199,E048
O04407,SO004407,2026-03-03,Delivered,51504.00,2575.20,48928.80,C0442,E044
O04408,SO004408,2026-05-05,Delivered,134636.00,11446.40,123189.60,C0135,E030
O04409,SO004409,2026-01-19,Delivered,85794.00,0.00,85794.00,C0266,E002
O04410,SO004410,2025-01-16,Pending,12374.00,2474.80,9899.20,C0050,E035
O04411,SO004411,2026-01-11,Delivered,432859.00,86571.80,346287.20,C0005,E011
O04412,SO004412,2025-07-21,Completed,55596.00,11119.20,44476.80,C0487,E041
O04413,SO004413,2025-07-15,Completed,543541.00,28320.30,515220.70,C0298,E010
O04414,SO004414,2025-12-12,Completed,782943.00,64648.80,718294.20,C0371,E004
O04415,SO004415,2025-01-21,Delivered,100820.00,10082.00,90738.00,C0260,E029
O04416,SO004416,2025-08-14,Completed,313466.00,44142.10,269323.90,C0335,E027
O04417,SO004417,2026-04-28,Completed,489363.00,55448.30,433914.70,C0250,E013
O04418,SO004418,2025-07-14,Completed,1956747.00,219983.90,1736763.10,C0254,E035
O04419,SO004419,2025-06-05,Completed,406817.00,3430.70,403386.30,C0324,E020
O04420,SO004420,2025-05-22,Completed,503643.00,53786.60,449856.40,C0228,E029
O04421,SO004421,2026-01-04,Cancelled,577760.00,53660.40,524099.60,C0474,E046
O04422,SO004422,2025-11-21,Cancelled,860107.00,94047.20,766059.80,C0415,E041
O04423,SO004423,2025-10-30,Pending,162355.00,12750.75,149604.25,C0380,E043
O04424,SO004424,2025-07-08,Completed,556115.00,32138.00,523977.00,C0167,E025
O04425,SO004425,2025-04-12,Completed,1196729.00,148558.40,1048170.60,C0459,E022
O04426,SO004426,2025-08-26,Completed,1462473.00,90119.85,1372353.15,C0494,E013
O04427,SO004427,2026-02-26,Completed,616782.00,2327.85,614454.15,C0348,E001
O04428,SO004428,2026-01-20,Completed,202251.00,17996.20,184254.80,C0461,E007
O04429,SO004429,2025-10-28,Pending,138174.00,18547.95,119626.05,C0278,E038
O04430,SO004430,2025-12-10,Completed,344421.00,0.00,344421.00,C0293,E046
O04431,SO004431,2025-05-21,Completed,122916.00,5335.80,117580.20,C0146,E033
O04432,SO004432,2026-06-07,Completed,464601.00,35006.10,429594.90,C0160,E004
O04433,SO004433,2025-04-21,Delivered,295715.00,39790.90,255924.10,C0358,E025
O04434,SO004434,2025-06-27,Completed,765544.00,78094.35,687449.65,C0127,E019
O04435,SO004435,2026-02-22,Completed,158876.00,31775.20,127100.80,C0433,E036
O04436,SO004436,2025-09-10,Completed,930871.00,50024.90,880846.10,C0195,E005
O04437,SO004437,2026-02-02,Completed,1005238.00,75294.20,929943.80,C0122,E017
O04438,SO004438,2026-02-17,Completed,647117.00,18690.60,628426.40,C0249,E025
O04439,SO004439,2026-02-19,Completed,841751.00,115527.00,726224.00,C0324,E003
O04440,SO004440,2025-03-27,Cancelled,1050454.00,114505.90,935948.10,C0302,E022
O04441,SO004441,2026-02-22,Delivered,1241035.00,156468.05,1084566.95,C0154,E047
O04442,SO004442,2026-05-19,Completed,974868.00,76804.90,898063.10,C0208,E019
O04443,SO004443,2025-08-22,Completed,452563.00,31412.80,421150.20,C0422,E010
O04444,SO004444,2025-04-04,Completed,498730.00,99746.00,398984.00,C0406,E001
O04445,SO004445,2025-03-19,Completed,1091639.00,96477.40,995161.60,C0444,E040
O04446,SO004446,2026-06-11,Completed,315106.00,15755.30,299350.70,C0380,E046
O04447,SO004447,2025-12-21,Completed,299576.00,0.00,299576.00,C0422,E015
O04448,SO004448,2025-05-18,Pending,796464.00,14694.90,781769.10,C0430,E040
O04449,SO004449,2025-10-30,Completed,1196341.00,113045.30,1083295.70,C0497,E027
O04450,SO004450,2026-05-26,Completed,171588.00,8579.40,163008.60,C0320,E001
O04451,SO004451,2025-05-25,Completed,873815.00,96207.75,777607.25,C0319,E026
O04452,SO004452,2026-06-03,Delivered,424441.00,15356.40,409084.60,C0400,E015
O04453,SO004453,2025-01-21,Completed,351019.00,33715.20,317303.80,C0410,E035
O04454,SO004454,2025-03-18,Completed,70602.00,3530.10,67071.90,C0197,E029
O04455,SO004455,2025-11-29,Delivered,784914.00,21006.80,763907.20,C0212,E029
O04456,SO004456,2025-11-14,Completed,399665.00,26514.25,373150.75,C0080,E039
O04457,SO004457,2026-01-11,Delivered,984475.00,159356.45,825118.55,C0096,E025
O04458,SO004458,2025-12-06,Completed,272059.00,34725.30,237333.70,C0430,E049
O04459,SO004459,2025-09-30,Completed,383945.00,46717.05,337227.95,C0011,E029
O04460,SO004460,2025-12-23,Pending,596750.00,26522.50,570227.50,C0092,E044
O04461,SO004461,2025-11-30,Cancelled,1132407.00,121609.35,1010797.65,C0480,E031
O04462,SO004462,2025-06-15,Completed,901740.00,95253.80,806486.20,C0157,E036
O04463,SO004463,2025-01-08,Delivered,257652.00,38647.80,219004.20,C0164,E042
O04464,SO004464,2025-07-07,Completed,410668.00,43528.55,367139.45,C0145,E004
O04465,SO004465,2026-01-22,Completed,489336.00,22974.00,466362.00,C0220,E031
O04466,SO004466,2025-07-17,Completed,313607.00,23346.70,290260.30,C0465,E040
O04467,SO004467,2025-07-18,Pending,13563.00,2712.60,10850.40,C0184,E019
O04468,SO004468,2025-04-28,Completed,386260.00,19626.10,366633.90,C0415,E006
O04469,SO004469,2025-07-28,Completed,569879.00,65385.80,504493.20,C0096,E031
O04470,SO004470,2025-12-22,Completed,95434.00,9543.40,85890.60,C0281,E020
O04471,SO004471,2025-03-27,Cancelled,439605.00,15457.50,424147.50,C0013,E020
O04472,SO004472,2025-06-26,Delivered,610607.00,49280.45,561326.55,C0013,E023
O04473,SO004473,2025-05-12,Pending,191455.00,33779.70,157675.30,C0047,E027
O04474,SO004474,2025-04-16,Completed,507217.00,101443.40,405773.60,C0412,E020
O04475,SO004475,2025-02-19,Completed,872325.00,142368.95,729956.05,C0230,E006
O04476,SO004476,2025-10-22,Completed,506118.00,38704.20,467413.80,C0453,E014
O04477,SO004477,2025-06-08,Completed,556844.00,52478.80,504365.20,C0174,E035
O04478,SO004478,2025-01-25,Completed,781938.00,138003.20,643934.80,C0056,E030
O04479,SO004479,2025-08-22,Delivered,726948.00,87839.55,639108.45,C0302,E009
O04480,SO004480,2025-02-14,Cancelled,1224647.00,183866.05,1040780.95,C0115,E044
O04481,SO004481,2026-04-09,Completed,375970.00,37597.00,338373.00,C0069,E017
O04482,SO004482,2025-09-02,Completed,9681.00,0.00,9681.00,C0009,E005
O04483,SO004483,2026-06-25,Completed,782515.00,86574.60,695940.40,C0378,E002
O04484,SO004484,2025-01-31,Pending,545435.00,724.75,544710.25,C0473,E006
O04485,SO004485,2026-06-21,Completed,701888.00,106441.95,595446.05,C0242,E004
O04486,SO004486,2025-02-15,Pending,130320.00,13032.00,117288.00,C0425,E034
O04487,SO004487,2025-07-30,Completed,441126.00,0.00,441126.00,C0309,E046
O04488,SO004488,2026-02-28,Completed,116104.00,17415.60,98688.40,C0392,E022
O04489,SO004489,2025-02-05,Completed,633921.00,30844.50,603076.50,C0206,E045
O04490,SO004490,2025-02-25,Completed,198184.00,9909.20,188274.80,C0105,E007
O04491,SO004491,2025-05-04,Completed,412652.00,36227.40,376424.60,C0293,E016
O04492,SO004492,2025-10-04,Completed,1438863.00,164226.85,1274636.15,C0055,E036
O04493,SO004493,2026-03-10,Pending,835873.00,110091.25,725781.75,C0002,E012
O04494,SO004494,2025-09-19,Completed,818159.00,23510.40,794648.60,C0441,E034
O04495,SO004495,2025-09-23,Delivered,150700.00,28409.00,122291.00,C0315,E024
O04496,SO004496,2025-04-14,Cancelled,678624.00,49144.75,629479.25,C0386,E030
O04497,SO004497,2025-03-14,Completed,760180.00,78105.00,682075.00,C0483,E034
O04498,SO004498,2026-02-23,Pending,370345.00,2941.50,367403.50,C0209,E007
O04499,SO004499,2026-05-06,Completed,819980.00,55680.10,764299.90,C0170,E039
O04500,SO004500,2026-06-13,Completed,1049718.00,96575.90,953142.10,C0168,E028
O04501,SO004501,2026-01-05,Completed,500470.00,42436.50,458033.50,C0097,E012
O04502,SO004502,2025-09-27,Completed,236201.00,23620.10,212580.90,C0335,E002
O04503,SO004503,2025-05-15,Delivered,1190893.00,118183.85,1072709.15,C0082,E018
O04504,SO004504,2025-07-04,Cancelled,553978.00,67525.00,486453.00,C0263,E046
O04505,SO004505,2025-07-06,Completed,439855.00,65219.60,374635.40,C0256,E025
O04506,SO004506,2025-02-04,Completed,148758.00,0.00,148758.00,C0388,E021
O04507,SO004507,2025-09-07,Pending,676417.00,43471.60,632945.40,C0162,E050
O04508,SO004508,2025-07-17,Completed,784105.00,30282.50,753822.50,C0011,E008
O04509,SO004509,2025-07-15,Completed,1161208.00,160431.30,1000776.70,C0416,E031
O04510,SO004510,2025-02-15,Completed,856206.00,90061.40,766144.60,C0026,E041
O04511,SO004511,2025-04-29,Completed,697171.00,37569.60,659601.40,C0104,E021
O04512,SO004512,2025-09-18,Completed,679394.00,60028.60,619365.40,C0036,E049
O04513,SO004513,2025-12-11,Completed,413935.00,62823.15,351111.85,C0398,E020
O04514,SO004514,2025-07-30,Pending,1218166.00,129960.35,1088205.65,C0119,E013
O04515,SO004515,2025-12-16,Completed,644500.00,50010.30,594489.70,C0226,E002
O04516,SO004516,2025-09-28,Completed,279720.00,27972.00,251748.00,C0227,E016
O04517,SO004517,2025-01-27,Completed,409374.00,56727.80,352646.20,C0393,E012
O04518,SO004518,2025-08-21,Completed,596749.00,52154.55,544594.45,C0059,E029
O04519,SO004519,2025-09-22,Delivered,9681.00,968.10,8712.90,C0210,E012
O04520,SO004520,2025-08-01,Completed,269608.00,30667.20,238940.80,C0250,E035
O04521,SO004521,2026-06-23,Cancelled,135339.00,27067.80,108271.20,C0006,E013
O04522,SO004522,2025-06-01,Pending,614402.00,80588.05,533813.95,C0275,E050
O04523,SO004523,2025-12-16,Completed,202760.00,23525.25,179234.75,C0161,E009
O04524,SO004524,2025-01-28,Pending,1311937.00,167493.35,1144443.65,C0079,E047
O04525,SO004525,2025-01-23,Cancelled,233601.00,38172.00,195429.00,C0252,E016
O04526,SO004526,2025-10-31,Completed,477124.00,57152.55,419971.45,C0147,E010
O04527,SO004527,2025-06-22,Pending,704570.00,23971.00,680599.00,C0058,E022
O04528,SO004528,2025-08-03,Completed,696402.00,38291.40,658110.60,C0445,E048
O04529,SO004529,2025-07-11,Completed,768689.00,125701.90,642987.10,C0038,E034
O04530,SO004530,2026-05-25,Completed,535603.00,50719.65,484883.35,C0208,E035
O04531,SO004531,2026-03-22,Completed,325969.00,51799.65,274169.35,C0428,E023
O04532,SO004532,2025-07-22,Pending,431810.00,24532.00,407278.00,C0214,E028
O04533,SO004533,2026-06-16,Completed,1375660.00,96740.50,1278919.50,C0472,E035
O04534,SO004534,2025-05-05,Completed,367638.00,70501.80,297136.20,C0093,E001
O04535,SO004535,2026-02-03,Pending,405312.00,40531.20,364780.80,C0277,E026
O04536,SO004536,2026-04-25,Completed,196056.00,29408.40,166647.60,C0492,E015
O04537,SO004537,2026-02-05,Pending,481650.00,58470.00,423180.00,C0154,E035
